"SchoolYear","OrganizationLevel","County","DistrictCode","DistrictName","StudentGroupType","StudentGroup","Subject","MedianSGP","StudentCount","NumberLowGrowth","NumberTypicalGrowth","NumberHighGrowth","PercentLowGrowth","PercentTypicalGrowth","PercentHighGrowth","PhysicalAddress","Median_Household_Income"
"2015","District","Skagit",29320,"Mount Vernon School District","AllStudents","All Students","English Language Arts",39,1092,455,395,242,0.417,0.362,0.222,"98273",64699
"2015","District","Skagit",29320,"Mount Vernon School District","AllStudents","All Students","Math",41,1065,446,346,273,0.419,0.325,0.256,"98273",64699
"2019","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","English Language Arts",53,5473,1578,1920,1975,0.288,0.351,0.361,"98204",57318
"2019","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","Math",51,5463,1682,1925,1856,0.308,0.352,0.34,"98204",57318
"2018","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","English Language Arts",53,5456,1611,1864,1981,0.295,0.342,0.363,"98204",57318
"2018","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","Math",54,5458,1600,1834,2024,0.293,0.336,0.371,"98204",57318
"2017","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","English Language Arts",54,5424,1555,1878,1991,0.287,0.346,0.367,"98204",57318
"2017","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","Math",53,5414,1615,1845,1954,0.298,0.341,0.361,"98204",57318
"2016","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","English Language Arts",54,5278,1540,1788,1950,0.292,0.339,0.369,"98204",57318
"2016","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","Math",53,5271,1596,1733,1942,0.303,0.329,0.368,"98204",57318
"2015","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","English Language Arts",46,1174,417,416,341,0.355,0.354,0.29,"98204",57318
"2015","District","Snohomish",31006,"Mukilteo School District","AllStudents","All Students","Math",50,1170,370,390,410,0.316,0.333,0.35,"98204",57318
"2019","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","English Language Arts",51,459,147,166,146,0.32,0.362,0.318,"98937",67170
"2019","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","Math",32,455,230,125,100,0.505,0.275,0.22,"98937",67170
"2018","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","English Language Arts",51,477,152,158,167,0.319,0.331,0.35,"98937",67170
"2018","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","Math",45,475,177,166,132,0.373,0.349,0.278,"98937",67170
"2017","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","English Language Arts",57,459,134,142,183,0.292,0.309,0.399,"98937",67170
"2017","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","Math",47,454,150,170,134,0.33,0.374,0.295,"98937",67170
"2016","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","English Language Arts",50.5,474,159,146,169,0.335,0.308,0.357,"98937",67170
"2016","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","Math",49,471,164,159,148,0.348,0.338,0.314,"98937",67170
"2015","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","English Language Arts",41,19,8,5,6,0.421,0.263,0.316,"98937",67170
"2015","District","Yakima",39003,"Naches Valley School District","AllStudents","All Students","Math",49,18,4,9,5,0.222,0.5,0.278,"98937",67170
"2019","District","Lewis",21014,"Napavine School District","AllStudents","All Students","English Language Arts",55,334,92,126,116,0.275,0.377,0.347,"98565",58611
"2019","District","Lewis",21014,"Napavine School District","AllStudents","All Students","Math",54,332,88,112,132,0.265,0.337,0.398,"98565",58611
"2018","District","Lewis",21014,"Napavine School District","AllStudents","All Students","English Language Arts",53,318,88,107,123,0.277,0.336,0.387,"98565",58611
"2018","District","Lewis",21014,"Napavine School District","AllStudents","All Students","Math",54,317,80,119,118,0.252,0.375,0.372,"98565",58611
"2017","District","Lewis",21014,"Napavine School District","AllStudents","All Students","English Language Arts",46,304,116,104,84,0.382,0.342,0.276,"98565",58611
"2017","District","Lewis",21014,"Napavine School District","AllStudents","All Students","Math",47,302,96,117,89,0.318,0.387,0.295,"98565",58611
"2016","District","Lewis",21014,"Napavine School District","AllStudents","All Students","English Language Arts",53,286,90,102,94,0.315,0.357,0.329,"98565",58611
"2016","District","Lewis",21014,"Napavine School District","AllStudents","All Students","Math",54,284,72,105,107,0.254,0.37,0.377,"98565",58611
"2015","District","Lewis",21014,"Napavine School District","AllStudents","All Students","English Language Arts",47.5,212,71,84,57,0.335,0.396,0.269,"98565",58611
"2015","District","Lewis",21014,"Napavine School District","AllStudents","All Students","Math",51,212,58,88,66,0.274,0.415,0.311,"98565",58611
"2019","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","English Language Arts",45,120,45,35,40,0.375,0.292,0.333,"98638",49929
"2019","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","Math",37,120,57,35,28,0.475,0.292,0.233,"98638",49929
"2018","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","English Language Arts",45,113,42,46,25,0.372,0.407,0.221,"98638",49929
"2018","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","Math",40,114,46,39,29,0.404,0.342,0.254,"98638",49929
"2017","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","English Language Arts",55,104,26,40,38,0.25,0.385,0.365,"98638",49929
"2017","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","Math",44,104,44,31,29,0.423,0.298,0.279,"98638",49929
"2016","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","English Language Arts",47.5,98,35,31,32,0.357,0.316,0.327,"98638",49929
"2016","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","Math",45,97,37,30,30,0.381,0.309,0.309,"98638",49929
"2015","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","English Language Arts",58,95,15,38,42,0.158,0.4,0.442,"98638",49929
"2015","District","Pacific",25155,"Naselle-Grays River Valley School District","AllStudents","All Students","Math",51,94,24,40,30,0.255,0.426,0.319,"98638",49929
"2019","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","English Language Arts",29,65,37,16,12,0.569,0.246,0.185,"99155",30956
"2019","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","Math",35,64,30,25,9,0.469,0.391,0.141,"99155",30956
"2018","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","English Language Arts",41.5,58,24,15,19,0.414,0.259,0.328,"99155",30956
"2018","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","Math",60.5,58,16,21,21,0.276,0.362,0.362,"99155",30956
"2017","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","English Language Arts",28,48,26,14,8,0.542,0.292,0.167,"99155",30956
"2017","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","Math",44.5,48,18,20,10,0.375,0.417,0.208,"99155",30956
"2016","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","English Language Arts",37,47,20,20,7,0.426,0.426,0.149,"99155",30956
"2016","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","Math",43.5,48,22,14,12,0.458,0.292,0.25,"99155",30956
"2015","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","English Language Arts",37,45,19,22,4,0.422,0.489,0.089,"99155",30956
"2015","District","Okanogan",24014,"Nespelem School District #14","AllStudents","All Students","Math",32,45,23,14,8,0.511,0.311,0.178,"99155",30956
"2019","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","English Language Arts",42,374,144,116,114,0.385,0.31,0.305,"99156",59333
"2019","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","Math",45.5,374,132,133,109,0.353,0.356,0.291,"99156",59333
"2018","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","English Language Arts",45,364,143,110,111,0.393,0.302,0.305,"99156",59333
"2018","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","Math",46,366,121,138,107,0.331,0.377,0.292,"99156",59333
"2017","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","English Language Arts",49,382,124,135,123,0.325,0.353,0.322,"99156",59333
"2017","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","Math",54,381,115,119,147,0.302,0.312,0.386,"99156",59333
"2016","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","English Language Arts",39,356,157,106,93,0.441,0.298,0.261,"99156",59333
"2016","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","Math",50.5,358,105,137,116,0.293,0.383,0.324,"99156",59333
"2015","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","English Language Arts",46,14,4,5,5,0.286,0.357,0.357,"99156",59333
"2015","District","Pend Oreille",26056,"Newport School District","AllStudents","All Students","Math",28,14,9,3,2,0.643,0.214,0.143,"99156",59333
"2019","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","English Language Arts",44,508,197,172,139,0.388,0.339,0.274,"99026",81701
"2019","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","Math",52,511,160,179,172,0.313,0.35,0.337,"99026",81701
"2018","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","English Language Arts",41,498,198,167,133,0.398,0.335,0.267,"99026",81701
"2018","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","Math",48.5,498,172,170,156,0.345,0.341,0.313,"99026",81701
"2017","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","English Language Arts",45,491,189,173,129,0.385,0.352,0.263,"99026",81701
"2017","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","Math",51,490,164,155,171,0.335,0.316,0.349,"99026",81701
"2016","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","English Language Arts",44,509,199,157,153,0.391,0.308,0.301,"99026",81701
"2016","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","Math",52,497,163,155,179,0.328,0.312,0.36,"99026",81701
"2015","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","English Language Arts",51,13,1,9,3,0.077,0.692,0.231,"99026",81701
"2015","District","Spokane",32325,"Nine Mile Falls School District","AllStudents","All Students","Math",41,13,5,7,1,0.385,0.538,0.077,"99026",81701
"2019","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","English Language Arts",46,640,232,210,198,0.363,0.328,0.309,"98247",61213
"2019","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","Math",54,639,196,197,246,0.307,0.308,0.385,"98247",61213
"2018","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","English Language Arts",49,599,197,194,208,0.329,0.324,0.347,"98247",61213
"2018","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","Math",49,600,201,202,197,0.335,0.337,0.328,"98247",61213
"2017","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","English Language Arts",49,573,199,191,183,0.347,0.333,0.319,"98247",61213
"2017","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","Math",47,569,200,195,174,0.351,0.343,0.306,"98247",61213
"2016","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","English Language Arts",57,547,157,165,225,0.287,0.302,0.411,"98247",61213
"2016","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","Math",58,542,144,172,226,0.266,0.317,0.417,"98247",61213
"2015","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","English Language Arts",76,21,5,5,11,0.238,0.238,0.524,"98247",61213
"2015","District","Whatcom",37506,"Nooksack Valley School District","AllStudents","All Students","Math",75,20,5,4,11,0.25,0.2,0.55,"98247",61213
"2019","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","English Language Arts",52,794,248,270,276,0.312,0.34,0.348,"99326",72959
"2019","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","Math",48.5,788,260,290,238,0.33,0.368,0.302,"99326",72959
"2018","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","English Language Arts",55,810,215,308,287,0.265,0.38,0.354,"99326",72959
"2018","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","Math",52,809,253,274,282,0.313,0.339,0.349,"99326",72959
"2017","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","English Language Arts",50.5,764,249,265,250,0.326,0.347,0.327,"99326",72959
"2017","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","Math",51,762,213,285,264,0.28,0.374,0.346,"99326",72959
"2016","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","English Language Arts",50,710,217,268,225,0.306,0.377,0.317,"99326",72959
"2016","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","Math",44,706,260,248,198,0.368,0.351,0.28,"99326",72959
"2015","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","English Language Arts",39,732,324,242,166,0.443,0.331,0.227,"99326",72959
"2015","District","Franklin",11051,"North Franklin School District","AllStudents","All Students","Math",42,732,289,269,174,0.395,0.367,0.238,"99326",72959
"2019","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","English Language Arts",45.5,2042,724,689,629,0.355,0.337,0.308,"98370",85299
"2019","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","Math",52,2035,624,700,711,0.307,0.344,0.349,"98370",85299
"2018","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","English Language Arts",42,2000,782,704,514,0.391,0.352,0.257,"98370",85299
"2018","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","Math",47,1990,685,719,586,0.344,0.361,0.294,"98370",85299
"2017","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","English Language Arts",50,2001,691,659,651,0.345,0.329,0.325,"98370",85299
"2017","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","Math",52,1987,602,698,687,0.303,0.351,0.346,"98370",85299
"2016","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","English Language Arts",49,2007,677,688,642,0.337,0.343,0.32,"98370",85299
"2016","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","Math",50,1999,647,699,653,0.324,0.35,0.327,"98370",85299
"2015","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","English Language Arts",53,666,187,246,233,0.281,0.369,0.35,"98370",85299
"2015","District","Kitsap",18400,"North Kitsap School District","AllStudents","All Students","Math",51.5,664,204,243,217,0.307,0.366,0.327,"98370",85299
"2019","District","Mason",23403,"North Mason School District","AllStudents","All Students","English Language Arts",45,753,278,272,203,0.369,0.361,0.27,"98528",60415
"2019","District","Mason",23403,"North Mason School District","AllStudents","All Students","Math",42,745,287,270,188,0.385,0.362,0.252,"98528",60415
"2018","District","Mason",23403,"North Mason School District","AllStudents","All Students","English Language Arts",42,690,271,235,184,0.393,0.341,0.267,"98528",60415
"2018","District","Mason",23403,"North Mason School District","AllStudents","All Students","Math",45,684,248,238,198,0.363,0.348,0.289,"98528",60415
"2017","District","Mason",23403,"North Mason School District","AllStudents","All Students","English Language Arts",48,705,240,237,228,0.34,0.336,0.323,"98528",60415
"2017","District","Mason",23403,"North Mason School District","AllStudents","All Students","Math",43,692,272,261,159,0.393,0.377,0.23,"98528",60415
"2016","District","Mason",23403,"North Mason School District","AllStudents","All Students","English Language Arts",52,680,210,236,234,0.309,0.347,0.344,"98528",60415
"2016","District","Mason",23403,"North Mason School District","AllStudents","All Students","Math",49,676,215,243,218,0.318,0.359,0.322,"98528",60415
"2015","District","Mason",23403,"North Mason School District","AllStudents","All Students","English Language Arts",45,41,20,13,8,0.488,0.317,0.195,"98528",60415
"2015","District","Mason",23403,"North Mason School District","AllStudents","All Students","Math",25.5,38,22,11,5,0.579,0.289,0.132,"98528",60415
"2019","District","Pacific",25200,"North River School District","AllStudents","All Students","English Language Arts",48,29,6,15,8,0.207,0.517,0.276,"98537",60735
"2019","District","Pacific",25200,"North River School District","AllStudents","All Students","Math",40,29,10,11,8,0.345,0.379,0.276,"98537",60735
"2018","District","Pacific",25200,"North River School District","AllStudents","All Students","English Language Arts",62,24,7,8,9,0.292,0.333,0.375,"98537",60735
"2018","District","Pacific",25200,"North River School District","AllStudents","All Students","Math",49.5,24,9,9,6,0.375,0.375,0.25,"98537",60735
"2017","District","Pacific",25200,"North River School District","AllStudents","All Students","English Language Arts",58.5,16,2,7,7,0.125,0.438,0.438,"98537",60735
"2017","District","Pacific",25200,"North River School District","AllStudents","All Students","Math",51,16,2,8,6,0.125,0.5,0.375,"98537",60735
"2016","District","Pacific",25200,"North River School District","AllStudents","All Students","English Language Arts",28,15,8,4,3,0.533,0.267,0.2,"98537",60735
"2016","District","Pacific",25200,"North River School District","AllStudents","All Students","Math",56,15,4,4,7,0.267,0.267,0.467,"98537",60735
"2015","District","Pacific",25200,"North River School District","AllStudents","All Students","English Language Arts",63,12,3,3,6,0.25,0.25,0.5,"98537",60735
"2015","District","Pacific",25200,"North River School District","AllStudents","All Students","Math",63.5,12,3,5,4,0.25,0.417,0.333,"98537",60735
"2019","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","English Language Arts",47,5216,1827,1734,1655,0.35,0.332,0.317,"98516",83249
"2019","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","Math",49,5206,1719,1806,1681,0.33,0.347,0.323,"98516",83249
"2018","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","English Language Arts",50,5049,1607,1773,1669,0.318,0.351,0.331,"98516",83249
"2018","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","Math",47,5030,1759,1784,1487,0.35,0.355,0.296,"98516",83249
"2017","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","English Language Arts",54,5032,1466,1744,1822,0.291,0.347,0.362,"98516",83249
"2017","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","Math",50,5051,1665,1712,1674,0.33,0.339,0.331,"98516",83249
"2016","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","English Language Arts",54,4816,1418,1599,1799,0.294,0.332,0.374,"98516",83249
"2016","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","Math",51,4815,1566,1594,1655,0.325,0.331,0.344,"98516",83249
"2015","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","English Language Arts",48,4800,1616,1674,1510,0.337,0.349,0.315,"98516",83249
"2015","District","Thurston",34003,"North Thurston Public Schools","AllStudents","All Students","Math",49,4780,1651,1585,1544,0.345,0.332,0.323,"98516",83249
"2019","District","Stevens",33211,"Northport School District","AllStudents","All Students","English Language Arts",56,63,20,20,23,0.317,0.317,0.365,"99157",36131
"2019","District","Stevens",33211,"Northport School District","AllStudents","All Students","Math",60,63,16,22,25,0.254,0.349,0.397,"99157",36131
"2018","District","Stevens",33211,"Northport School District","AllStudents","All Students","English Language Arts",55,61,20,16,25,0.328,0.262,0.41,"99157",36131
"2018","District","Stevens",33211,"Northport School District","AllStudents","All Students","Math",61,59,11,22,26,0.186,0.373,0.441,"99157",36131
"2017","District","Stevens",33211,"Northport School District","AllStudents","All Students","English Language Arts",55.5,68,21,19,28,0.309,0.279,0.412,"99157",36131
"2017","District","Stevens",33211,"Northport School District","AllStudents","All Students","Math",58.5,68,20,18,30,0.294,0.265,0.441,"99157",36131
"2016","District","Stevens",33211,"Northport School District","AllStudents","All Students","English Language Arts",44,55,19,24,12,0.345,0.436,0.218,"99157",36131
"2016","District","Stevens",33211,"Northport School District","AllStudents","All Students","Math",40,53,24,19,10,0.453,0.358,0.189,"99157",36131
"2015","District","Stevens",33211,"Northport School District","AllStudents","All Students","English Language Arts",49.5,10,4,2,4,0.4,0.2,0.4,"99157",36131
"2015","District","Stevens",33211,"Northport School District","AllStudents","All Students","Math",59.5,10,3,3,4,0.3,0.3,0.4,"99157",36131
"2019","District","King",17417,"Northshore School District","AllStudents","All Students","English Language Arts",49,8315,2778,2827,2710,0.334,0.34,0.326,"98021",129215
"2019","District","King",17417,"Northshore School District","AllStudents","All Students","Math",50,8295,2686,2878,2731,0.324,0.347,0.329,"98021",129215
"2018","District","King",17417,"Northshore School District","AllStudents","All Students","English Language Arts",51,8054,2481,2805,2768,0.308,0.348,0.344,"98021",129215
"2018","District","King",17417,"Northshore School District","AllStudents","All Students","Math",50,8049,2615,2829,2605,0.325,0.351,0.324,"98021",129215
"2017","District","King",17417,"Northshore School District","AllStudents","All Students","English Language Arts",52,7718,2291,2737,2690,0.297,0.355,0.349,"98021",129215
"2017","District","King",17417,"Northshore School District","AllStudents","All Students","Math",52,7705,2339,2682,2684,0.304,0.348,0.348,"98021",129215
"2016","District","King",17417,"Northshore School District","AllStudents","All Students","English Language Arts",53,7441,2204,2542,2695,0.296,0.342,0.362,"98021",129215
"2016","District","King",17417,"Northshore School District","AllStudents","All Students","Math",55,7397,2009,2566,2822,0.272,0.347,0.382,"98021",129215
"2015","District","King",17417,"Northshore School District","AllStudents","All Students","English Language Arts",58,7191,1777,2526,2888,0.247,0.351,0.402,"98021",129215
"2015","District","King",17417,"Northshore School District","AllStudents","All Students","Math",60,7147,1774,2323,3050,0.248,0.325,0.427,"98021",129215
"2019","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","English Language Arts",51,1854,591,625,638,0.319,0.337,0.344,"98277",61373
"2019","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","Math",52,1862,566,666,630,0.304,0.358,0.338,"98277",61373
"2018","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","English Language Arts",46,1843,672,622,549,0.365,0.337,0.298,"98277",61373
"2018","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","Math",50,1846,583,649,614,0.316,0.352,0.333,"98277",61373
"2017","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","English Language Arts",47,1765,630,616,519,0.357,0.349,0.294,"98277",61373
"2017","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","Math",50,1765,566,639,560,0.321,0.362,0.317,"98277",61373
"2016","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","English Language Arts",50,1697,540,583,574,0.318,0.344,0.338,"98277",61373
"2016","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","Math",51,1692,519,623,550,0.307,0.368,0.325,"98277",61373
"2015","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","English Language Arts",42,1627,630,570,427,0.387,0.35,0.262,"98277",61373
"2015","District","Island",15201,"Oak Harbor School District","AllStudents","All Students","Math",48,1625,546,579,500,0.336,0.356,0.308,"98277",61373
"2019","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","English Language Arts",33,41,20,15,6,0.488,0.366,0.146,"99158",58846
"2019","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","Math",46,40,17,15,8,0.425,0.375,0.2,"99158",58846
"2018","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","English Language Arts",45,41,15,13,13,0.366,0.317,0.317,"99158",58846
"2018","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","Math",30,41,21,14,6,0.512,0.341,0.146,"99158",58846
"2017","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","English Language Arts",57,33,10,7,16,0.303,0.212,0.485,"99158",58846
"2017","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","Math",43,33,11,15,7,0.333,0.455,0.212,"99158",58846
"2016","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","English Language Arts",53,30,6,18,6,0.2,0.6,0.2,"99158",58846
"2016","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","Math",39.5,34,9,20,5,0.265,0.588,0.147,"99158",58846
"2015","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","English Language Arts",50.5,40,10,15,15,0.25,0.375,0.375,"99158",58846
"2015","District","Whitman",38324,"Oakesdale School District","AllStudents","All Students","Math",33,42,20,15,7,0.476,0.357,0.167,"99158",58846
"2019","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","English Language Arts",39,91,38,35,18,0.418,0.385,0.198,"98568",60179
"2019","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","Math",39,91,39,30,22,0.429,0.33,0.242,"98568",60179
"2018","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","English Language Arts",52,81,26,27,28,0.321,0.333,0.346,"98568",60179
"2018","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","Math",33.5,80,39,24,17,0.488,0.3,0.213,"98568",60179
"2017","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","English Language Arts",41,80,33,26,21,0.413,0.325,0.263,"98568",60179
"2017","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","Math",45,81,31,25,25,0.383,0.309,0.309,"98568",60179
"2016","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","English Language Arts",38.5,76,35,25,16,0.461,0.329,0.211,"98568",60179
"2016","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","Math",41,77,31,27,19,0.403,0.351,0.247,"98568",60179
"2015","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","English Language Arts",45,78,33,25,20,0.423,0.321,0.256,"98568",60179
"2015","District","Grays Harbor",14400,"Oakville School District","AllStudents","All Students","Math",61,78,23,18,37,0.295,0.231,0.474,"98568",60179
"2019","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","English Language Arts",50,371,110,147,114,0.296,0.396,0.307,"98631",46186
"2019","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","Math",42,370,136,148,86,0.368,0.4,0.232,"98631",46186
"2018","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","English Language Arts",36,346,160,104,82,0.462,0.301,0.237,"98631",46186
"2018","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","Math",44,345,126,127,92,0.365,0.368,0.267,"98631",46186
"2017","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","English Language Arts",57,358,102,116,140,0.285,0.324,0.391,"98631",46186
"2017","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","Math",43.5,354,131,128,95,0.37,0.362,0.268,"98631",46186
"2016","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","English Language Arts",36,336,160,100,76,0.476,0.298,0.226,"98631",46186
"2016","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","Math",32,337,171,110,56,0.507,0.326,0.166,"98631",46186
"2015","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","English Language Arts",45.5,154,60,47,47,0.39,0.305,0.305,"98631",46186
"2015","District","Pacific",25101,"Ocean Beach School District","AllStudents","All Students","Math",41,151,61,51,39,0.404,0.338,0.258,"98631",46186
"2019","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","English Language Arts",30,221,116,57,48,0.525,0.258,0.217,"98595",53750
"2019","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","Math",40,220,94,78,48,0.427,0.355,0.218,"98595",53750
"2018","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","English Language Arts",41,201,75,69,57,0.373,0.343,0.284,"98595",53750
"2018","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","Math",34,200,98,59,43,0.49,0.295,0.215,"98595",53750
"2017","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","English Language Arts",47.5,212,82,65,65,0.387,0.307,0.307,"98595",53750
"2017","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","Math",38,212,95,65,52,0.448,0.307,0.245,"98595",53750
"2016","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","English Language Arts",52,221,70,81,70,0.317,0.367,0.317,"98595",53750
"2016","District","Grays Harbor",14172,"Ocosta School District","AllStudents","All Students","Math",51,223,66,79,78,0.296,0.354,0.35,"98595",53750
